"SmallNetwork(
  (hiddenLay1): Linear(in_features=46, out_features=100, bias=True)
  (hiddenLay2): Linear(in_features=100, out_features=15, bias=True)
  (output): Linear(in_features=15, out_features=5, bias=True)
  (tanHAct): ReLU()
  (softmax): Softmax(dim=1)
  (sigmoid): Sigmoid()
  (dropout): Dropout(p=0.0, inplace=False)
  (batchnorm1): BatchNorm1d(100, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (batchnorm2): BatchNorm1d(15, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
)",75.0,0.0005,0.0,5,1e-05,Adam,0.7882421875,0.933125,0.7551171874999999,0.9255859375,0.9703906250000001
"SmallNetwork(
  (hiddenLay1): Linear(in_features=46, out_features=100, bias=True)
  (hiddenLay2): Linear(in_features=100, out_features=20, bias=True)
  (output): Linear(in_features=20, out_features=5, bias=True)
  (tanHAct): ReLU()
  (softmax): Softmax(dim=1)
  (sigmoid): Sigmoid()
  (dropout): Dropout(p=0.0, inplace=False)
  (batchnorm1): BatchNorm1d(100, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (batchnorm2): BatchNorm1d(20, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
)",65.75,0.0005,0.0,5,1e-05,Adam,0.583203125,0.8978125,0.8401953125,0.8768750000000001,0.8986132812500001
"SmallNetwork(
  (hiddenLay1): Linear(in_features=46, out_features=100, bias=True)
  (hiddenLay2): Linear(in_features=100, out_features=20, bias=True)
  (output): Linear(in_features=20, out_features=5, bias=True)
  (tanHAct): ReLU()
  (softmax): Softmax(dim=1)
  (sigmoid): Sigmoid()
  (dropout): Dropout(p=0.0, inplace=False)
  (batchnorm1): BatchNorm1d(100, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (batchnorm2): BatchNorm1d(20, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
)",66.5,0.0005,0.0,5,1e-05,Adam,0.7018359375000001,0.8910546875,0.69748046875,0.8377734375000001,0.937578125
"SmallNetwork(
  (hiddenLay1): Linear(in_features=46, out_features=100, bias=True)
  (hiddenLay2): Linear(in_features=100, out_features=20, bias=True)
  (output): Linear(in_features=20, out_features=5, bias=True)
  (tanHAct): ReLU()
  (softmax): Softmax(dim=1)
  (sigmoid): Sigmoid()
  (dropout): Dropout(p=0.0, inplace=False)
  (batchnorm1): BatchNorm1d(100, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (batchnorm2): BatchNorm1d(20, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
)",76.75,0.0005,0.0,5,0.001,Adam,0.8460156249999999,0.946953125,0.815546875,0.9389453125,0.97197265625
"SmallNetwork(
  (hiddenLay1): Linear(in_features=46, out_features=100, bias=True)
  (hiddenLay2): Linear(in_features=100, out_features=20, bias=True)
  (output): Linear(in_features=20, out_features=5, bias=True)
  (tanHAct): ReLU()
  (softmax): Softmax(dim=1)
  (sigmoid): Sigmoid()
  (dropout): Dropout(p=0.0, inplace=False)
  (batchnorm1): BatchNorm1d(100, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (batchnorm2): BatchNorm1d(20, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
)",70.25,0.0005,0.0,5,0.001,Adam,0.6446093749999999,0.91146484375,0.7922656250000001,0.8805078125,0.93892578125
"SmallNetwork(
  (hiddenLay1): Linear(in_features=46, out_features=100, bias=True)
  (hiddenLay2): Linear(in_features=100, out_features=20, bias=True)
  (output): Linear(in_features=20, out_features=5, bias=True)
  (tanHAct): ReLU()
  (softmax): Softmax(dim=1)
  (sigmoid): Sigmoid()
  (dropout): Dropout(p=0.0, inplace=False)
  (batchnorm1): BatchNorm1d(100, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (batchnorm2): BatchNorm1d(20, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
)",71.25,0.0005,0.0,5,0.001,Adam,0.7254101562499999,0.9352734375,0.7954296875,0.89669921875,0.9206054687499999
"SmallNetwork(
  (hiddenLay1): Linear(in_features=46, out_features=100, bias=True)
  (hiddenLay2): Linear(in_features=100, out_features=50, bias=True)
  (output): Linear(in_features=50, out_features=5, bias=True)
  (tanHAct): Tanh()
  (softmax): Softmax(dim=1)
  (sigmoid): Sigmoid()
  (dropout): Dropout(p=0.0, inplace=False)
  (batchnorm1): BatchNorm1d(100, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (batchnorm2): BatchNorm1d(50, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
)",67.25,0.0005,0.0,5,0.001,Adam,0.78138671875,0.9383984375000001,0.8272460937500001,0.88673828125,0.9731640625
"SmallNetwork(
  (hiddenLay1): Linear(in_features=46, out_features=100, bias=True)
  (hiddenLay2): Linear(in_features=100, out_features=20, bias=True)
  (output): Linear(in_features=20, out_features=5, bias=True)
  (tanHAct): ReLU()
  (softmax): Softmax(dim=1)
  (sigmoid): Sigmoid()
  (dropout): Dropout(p=0.0, inplace=False)
  (batchnorm1): BatchNorm1d(100, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (batchnorm2): BatchNorm1d(20, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
)",68.75,0.0005,0.0,5,0.001,Adam,0.729375,0.9034765625,0.8033593749999999,0.8124804687500001,0.911796875
"SmallNetwork(
  (hiddenLay1): Linear(in_features=46, out_features=100, bias=True)
  (hiddenLay2): Linear(in_features=100, out_features=20, bias=True)
  (output): Linear(in_features=20, out_features=5, bias=True)
  (tanHAct): ReLU()
  (softmax): Softmax(dim=1)
  (sigmoid): Sigmoid()
  (dropout): Dropout(p=0.0, inplace=False)
  (batchnorm1): BatchNorm1d(100, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (batchnorm2): BatchNorm1d(20, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
)",73.25,0.0005,0.0,5,0.001,Adam,0.7481249999999999,0.934453125,0.75236328125,0.88615234375,0.9619921874999999
"SmallNetwork(
  (hiddenLay1): Linear(in_features=46, out_features=100, bias=True)
  (hiddenLay2): Linear(in_features=100, out_features=50, bias=True)
  (output): Linear(in_features=50, out_features=5, bias=True)
  (tanHAct): Tanh()
  (softmax): Softmax(dim=1)
  (ReLU): ReLU()
  (dropout): Dropout(p=0.0, inplace=False)
  (batchnorm1): BatchNorm1d(100, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (batchnorm2): BatchNorm1d(50, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
)",46.0,0.0005,0.0,5,0.001,Adam,0.671875,0.7740234375,0.68484375,0.7227343749999999,0.94751953125
